,party,vote,item,variable,value
1870,PPS,vote.6379,Federação partidária,Faltas,1
1871,PPS,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,1
1872,PPS,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,1
1873,PPS,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,1
1874,PPS,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,0
1875,PPS,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,0
1876,PPS,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,2
1877,PV,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,3
1878,PV,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,0
1879,PV,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,0
1880,PV,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,0
1881,PV,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,0
1882,PV,vote.6357,Financiamento exclusivamente público,Faltas,1
1883,PV,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,0
1884,PV,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,1
1885,PV,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,4
1886,PV,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,1
1887,PV,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,1
1888,PV,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,5
1889,PV,vote.6369,Voto facultativo para todas as eleições,Faltas,1
1890,PV,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,1
1891,PV,vote.6371,Eleições municipais e gerais em um único ano,Faltas,1
1892,PV,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,2
1893,PV,vote.6373,idade mínima de 18 anos,Faltas,1
1894,PV,vote.6374,Redução da idade mínima para 29 anos,Faltas,1
1895,PV,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,2
1896,PV,vote.6377,Cotas para mulheres no legislativo,Faltas,2
1897,PV,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,1
1898,PV,vote.6379,Federação partidária,Faltas,1
1899,PV,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,1
1900,PV,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,1
1901,PV,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,1
1902,PV,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,2
1903,PV,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,2
1904,PV,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,4
1905,PMDB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
1906,PMDB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
1907,PMDB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
1908,PMDB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
1909,PMDB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
1910,PMDB,vote.6357,Financiamento exclusivamente público,Obstrução,0
1911,PMDB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
1912,PMDB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
1913,PMDB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
1914,PMDB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
1915,PMDB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
1916,PMDB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
1917,PMDB,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
1918,PMDB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
1919,PMDB,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
1920,PMDB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
1921,PMDB,vote.6373,idade mínima de 18 anos,Obstrução,0
1922,PMDB,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
1923,PMDB,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
1924,PMDB,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
1925,PMDB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
1926,PMDB,vote.6379,Federação partidária,Obstrução,0
1927,PMDB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
1928,PMDB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
1929,PMDB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
1930,PMDB,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
1931,PMDB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,0
1932,PMDB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
1933,PT,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
1934,PT,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
1935,PT,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
1936,PT,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
1937,PT,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
1938,PT,vote.6357,Financiamento exclusivamente público,Obstrução,0
1939,PT,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
1940,PT,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
1941,PT,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
1942,PT,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
1943,PT,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
1944,PT,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
1945,PT,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
1946,PT,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
1947,PT,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
1948,PT,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
1949,PT,vote.6373,idade mínima de 18 anos,Obstrução,0
1950,PT,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
1951,PT,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
1952,PT,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
1953,PT,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
1954,PT,vote.6379,Federação partidária,Obstrução,0
1955,PT,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
1956,PT,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
1957,PT,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
1958,PT,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
1959,PT,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,0
1960,PT,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
1961,PSDB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
1962,PSDB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
1963,PSDB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
1964,PSDB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
1965,PSDB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
1966,PSDB,vote.6357,Financiamento exclusivamente público,Obstrução,0
1967,PSDB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
1968,PSDB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
1969,PSDB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
1970,PSDB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
1971,PSDB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,27
1972,PSDB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
1973,PSDB,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
1974,PSDB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
1975,PSDB,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
1976,PSDB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
1977,PSDB,vote.6373,idade mínima de 18 anos,Obstrução,0
1978,PSDB,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
1979,PSDB,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
1980,PSDB,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
1981,PSDB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
1982,PSDB,vote.6379,Federação partidária,Obstrução,0
1983,PSDB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
1984,PSDB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
1985,PSDB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
1986,PSDB,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
1987,PSDB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,48
1988,PSDB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
1989,PP,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
1990,PP,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
1991,PP,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
1992,PP,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
1993,PP,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
1994,PP,vote.6357,Financiamento exclusivamente público,Obstrução,0
1995,PP,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
1996,PP,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
1997,PP,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
1998,PP,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
1999,PP,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
2000,PP,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
2001,PP,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
2002,PP,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
2003,PP,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
2004,PP,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
2005,PP,vote.6373,idade mínima de 18 anos,Obstrução,0
2006,PP,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
2007,PP,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
2008,PP,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
2009,PP,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
2010,PP,vote.6379,Federação partidária,Obstrução,0
2011,PP,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
2012,PP,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
2013,PP,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
2014,PP,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
2015,PP,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,0
2016,PP,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
2017,PR,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
2018,PSD,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
2019,PR,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
2020,PSD,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
2021,PR,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
2022,PSD,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
2023,PR,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
2024,PSD,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
2025,PR,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
2026,PSD,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
2027,PR,vote.6357,Financiamento exclusivamente público,Obstrução,0
2028,PSD,vote.6357,Financiamento exclusivamente público,Obstrução,0
2029,PR,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
2030,PSD,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
2031,PR,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
2032,PSD,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
2033,PR,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
2034,PSD,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
2035,PR,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
2036,PSD,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
2037,PR,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
2038,PSD,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
2039,PR,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
2040,PSD,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
2041,PR,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
2042,PSD,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
2043,PR,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
2044,PSD,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
2045,PR,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
2046,PSD,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
2047,PR,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
2048,PSD,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
2049,PR,vote.6373,idade mínima de 18 anos,Obstrução,0
2050,PSD,vote.6373,idade mínima de 18 anos,Obstrução,0
2051,PR,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
2052,PSD,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
2053,PR,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
2054,PSD,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
2055,PR,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
2056,PSD,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
2057,PR,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
2058,PSD,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
2059,PR,vote.6379,Federação partidária,Obstrução,0
2060,PSD,vote.6379,Federação partidária,Obstrução,0
2061,PR,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
2062,PSD,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
2063,PR,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
2064,PSD,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
2065,PR,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
2066,PSD,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
2067,PR,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
2068,PSD,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
2069,PR,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,0
2070,PSD,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,0
2071,PR,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
2072,PSD,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
2073,PSB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
2074,PSB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
2075,PSB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
2076,PSB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
2077,PSB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
2078,PSB,vote.6357,Financiamento exclusivamente público,Obstrução,0
2079,PSB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
2080,PSB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
2081,PSB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
2082,PSB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
2083,PSB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
2084,PSB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
2085,PSB,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
2086,PSB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
2087,PSB,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
2088,PSB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
2089,PSB,vote.6373,idade mínima de 18 anos,Obstrução,0
2090,PSB,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
2091,PSB,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
2092,PSB,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
2093,PSB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
2094,PSB,vote.6379,Federação partidária,Obstrução,0
2095,PSB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
2096,PSB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
2097,PSB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
2098,PSB,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
2099,PSB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,25
2100,PSB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
2101,PTB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
2102,PTB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
2103,PTB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
2104,PTB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
2105,PTB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
2106,PTB,vote.6357,Financiamento exclusivamente público,Obstrução,0
2107,PTB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
2108,PTB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
2109,PTB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
2110,PTB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
2111,PTB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
2112,PTB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
2113,PTB,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
2114,PTB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
2115,PTB,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
2116,PTB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
2117,PTB,vote.6373,idade mínima de 18 anos,Obstrução,0
2118,PTB,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
2119,PTB,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
2120,PTB,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
2121,PTB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
2122,PTB,vote.6379,Federação partidária,Obstrução,0
2123,PTB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
2124,PTB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
2125,PTB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
2126,PTB,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
2127,PTB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,0
2128,PTB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
2129,DEM,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
2130,DEM,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
2131,DEM,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
2132,DEM,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
2133,DEM,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
2134,DEM,vote.6357,Financiamento exclusivamente público,Obstrução,0
2135,DEM,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Obstrução,0
2136,DEM,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Obstrução,0
2137,DEM,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Obstrução,0
2138,DEM,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Obstrução,0
2139,DEM,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Obstrução,0
2140,DEM,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Obstrução,0
2141,DEM,vote.6369,Voto facultativo para todas as eleições,Obstrução,0
2142,DEM,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Obstrução,0
2143,DEM,vote.6371,Eleições municipais e gerais em um único ano,Obstrução,0
2144,DEM,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Obstrução,0
2145,DEM,vote.6373,idade mínima de 18 anos,Obstrução,0
2146,DEM,vote.6374,Redução da idade mínima para 29 anos,Obstrução,0
2147,DEM,vote.6375,4 de janeiro para governadores e 5 para presidente,Obstrução,0
2148,DEM,vote.6377,Cotas para mulheres no legislativo,Obstrução,0
2149,DEM,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Obstrução,0
2150,DEM,vote.6379,Federação partidária,Obstrução,0
2151,DEM,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Obstrução,0
2152,DEM,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Obstrução,0
2153,DEM,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Obstrução,0
2154,DEM,vote.6384,Janela de 30 dias para migração entre partidos,Obstrução,0
2155,DEM,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Obstrução,0
2156,DEM,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Obstrução,0
2157,PRB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Obstrução,0
2158,PRB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Obstrução,0
2159,PRB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Obstrução,0
2160,PRB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Obstrução,0
2161,PRB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Obstrução,0
